Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
114,Devin Vassell,25.0,SAS,SG,14.0,14.0,33.2,4.9,12.2,0.398,2.4,7.0,0.347,2.4,5.2,0.466,0.497,1.4,1.8,0.8,0.4,3.1,3.5,2.6,1.1,0.3,1.1,2.1,13.6,
115,Tobias Harris,33.0,DET,PF,6.0,6.0,32.2,4.7,11.8,0.394,1.3,4.7,0.286,3.3,7.2,0.465,0.451,2.8,3.0,0.944,0.8,5.2,6.0,2.8,0.8,0.2,1.3,3.0,13.5,
116,Kevin Huerter,27.0,CHI,SF,14.0,5.0,26.1,5.1,10.4,0.49,1.5,4.9,0.304,3.6,5.4,0.658,0.562,1.9,2.2,0.839,0.6,3.3,3.9,2.7,0.9,0.9,1.5,2.4,13.5,
117,Tre Jones,26.0,CHI,PG,11.0,11.0,29.9,4.4,8.8,0.495,0.5,1.5,0.353,3.8,7.3,0.525,0.526,4.0,4.7,0.846,0.8,3.2,4.0,5.5,2.1,0.2,1.6,2.0,13.3,
118,Kyle Kuzma,30.0,MIL,PF,14.0,5.0,25.9,5.0,10.1,0.496,0.9,3.3,0.283,4.1,6.8,0.6,0.543,2.4,3.0,0.786,0.7,3.7,4.4,1.7,0.8,0.6,1.2,2.6,13.3,
119,Malik Monk,27.0,SAC,SG,12.0,0.0,24.5,4.8,10.3,0.463,2.1,4.6,0.455,2.7,5.7,0.471,0.565,1.8,2.0,0.875,0.3,1.4,1.7,2.1,1.0,0.4,1.0,1.8,13.3,
120,Naz Reid,26.0,MIN,C,15.0,0.0,24.3,5.1,11.0,0.467,2.1,5.7,0.376,3.0,5.3,0.563,0.564,0.9,1.4,0.667,1.3,4.7,6.0,2.0,1.0,0.9,1.5,2.7,13.3,
121,Anfernee Simons,26.0,BOS,SG,15.0,0.0,24.5,4.6,11.1,0.413,2.7,6.6,0.404,1.9,4.5,0.426,0.533,1.4,1.7,0.84,0.3,1.9,2.2,2.5,0.4,0.2,1.3,2.1,13.3,
122,Ausar Thompson,23.0,DET,SF,11.0,10.0,28.5,5.5,10.9,0.508,0.4,1.2,0.308,5.2,9.7,0.533,0.525,1.7,3.5,0.487,1.8,4.4,6.2,3.1,1.7,0.9,1.3,2.9,13.2,
123,Darius Garland,26.0,CLE,PG,3.0,3.0,24.3,4.0,12.0,0.333,2.3,6.3,0.368,1.7,5.7,0.294,0.431,2.7,2.7,1.0,1.0,2.0,3.0,5.0,1.0,0.0,1.7,2.0,13.0,
124,Harrison Barnes,33.0,SAS,PF,14.0,14.0,29.9,4.4,7.9,0.555,2.6,5.3,0.486,1.8,2.6,0.694,0.718,1.6,1.7,0.917,0.6,2.4,2.9,2.1,1.1,0.3,1.4,1.8,12.9,
125,Zaccharie Risacher,20.0,ATL,SF,12.0,12.0,24.8,5.1,10.7,0.477,1.7,4.8,0.345,3.4,5.8,0.586,0.555,1.1,1.6,0.684,0.6,2.1,2.7,1.5,1.2,0.6,0.8,1.8,12.9,
126,Dennis Schröder,32.0,SAC,PG,15.0,12.0,30.5,4.9,12.2,0.404,1.6,4.9,0.329,3.3,7.3,0.455,0.47,1.4,1.9,0.724,0.4,3.3,3.7,5.7,1.0,0.2,2.1,1.9,12.9,
127,Wendell Carter Jr.,26.0,ORL,C,15.0,15.0,30.3,4.2,7.8,0.538,1.3,2.9,0.442,2.9,4.9,0.595,0.62,3.1,3.8,0.807,3.1,4.6,7.7,1.8,0.7,0.9,2.1,4.0,12.7,
128,Duncan Robinson,31.0,DET,SF,15.0,15.0,32.1,4.2,9.4,0.447,3.1,7.3,0.418,1.1,2.1,0.548,0.61,1.2,1.6,0.75,0.5,2.3,2.8,2.0,0.9,0.3,0.7,2.7,12.7,
129,D'Angelo Russell,29.0,DAL,PG,16.0,3.0,22.2,4.4,11.1,0.399,1.3,5.1,0.256,3.1,6.0,0.521,0.458,2.4,3.5,0.696,0.4,2.5,2.9,5.0,0.6,0.1,2.4,1.4,12.6,
130,Santi Aldama,25.0,MEM,PF,15.0,0.0,25.6,4.9,10.6,0.459,1.3,4.4,0.303,3.5,6.2,0.57,0.522,1.4,2.3,0.6,1.6,5.2,6.8,2.5,1.1,0.6,1.3,1.5,12.5,
131,Reed Sheppard,21.0,HOU,PG,13.0,0.0,22.9,4.7,9.6,0.488,2.7,5.7,0.473,2.0,3.9,0.51,0.628,0.5,0.7,0.667,0.3,2.3,2.6,3.0,1.5,0.4,1.2,2.2,12.5,
132,Jalen Suggs,24.0,ORL,PG,11.0,11.0,23.0,4.2,8.1,0.517,1.6,4.7,0.346,2.5,3.4,0.757,0.618,2.5,2.8,0.903,0.6,3.4,4.0,4.7,1.6,0.4,3.0,3.5,12.5,
133,Isaiah Hartenstein,27.0,OKC,C,16.0,16.0,28.4,5.4,7.8,0.688,0.0,0.3,0.0,5.4,7.6,0.711,0.688,1.6,2.4,0.684,3.6,7.4,11.0,3.3,1.4,0.7,2.1,3.0,12.4,
134,Moses Moody,23.0,GSW,SG,15.0,7.0,25.3,3.9,9.2,0.42,2.7,6.4,0.427,1.1,2.8,0.405,0.569,1.9,2.3,0.829,0.5,2.5,3.1,1.7,1.0,0.8,1.4,1.9,12.4,
135,Max Christie,22.0,DAL,SG,16.0,13.0,30.3,4.2,8.8,0.475,2.6,5.6,0.461,1.6,3.3,0.5,0.621,1.3,1.8,0.75,0.1,3.5,3.6,2.5,0.6,0.5,1.2,1.9,12.3,
136,Myles Turner,29.0,MIL,C,15.0,15.0,29.9,4.2,9.5,0.441,2.4,5.5,0.434,1.8,4.0,0.45,0.566,1.5,2.2,0.697,1.2,5.1,6.3,1.9,1.3,1.7,1.4,2.7,12.3,
137,Toumani Camara,25.0,POR,PF,15.0,15.0,34.6,4.5,11.3,0.396,2.1,6.9,0.301,2.4,4.4,0.545,0.488,1.0,1.4,0.714,1.9,3.1,5.0,2.9,1.1,0.5,2.2,3.1,12.0,
138,Brandin Podziemski,22.0,GSW,SG,17.0,8.0,28.6,4.3,9.9,0.432,1.8,4.8,0.378,2.5,5.1,0.483,0.524,1.6,2.1,0.771,0.5,4.3,4.8,2.9,1.1,0.3,1.3,2.2,12.0,
139,Jakob Poeltl,30.0,TOR,C,11.0,11.0,26.1,5.0,6.8,0.733,0.0,0.0,,5.0,6.8,0.733,0.733,2.0,3.5,0.564,2.8,4.7,7.5,1.9,0.6,0.5,1.2,3.5,12.0,
140,John Collins,28.0,LAC,PF,14.0,5.0,25.4,4.6,9.2,0.504,0.9,2.6,0.333,3.8,6.6,0.57,0.55,1.8,2.2,0.806,1.4,3.4,4.8,0.6,0.9,0.5,1.9,2.3,11.9,
141,Tristan Da Silva,24.0,ORL,SF,15.0,3.0,23.5,4.3,8.8,0.485,2.1,5.1,0.408,2.2,3.7,0.589,0.602,1.3,1.6,0.792,1.0,2.9,3.9,1.1,0.9,0.2,0.9,0.8,11.9,
142,Naji Marshall,28.0,DAL,SF,16.0,1.0,26.8,3.8,8.0,0.477,0.9,2.9,0.304,2.9,5.1,0.573,0.531,3.4,4.3,0.797,0.8,4.1,4.8,2.2,1.2,0.0,1.2,1.9,11.9,
143,Quenton Jackson,27.0,IND,PG,5.0,3.0,20.2,4.0,7.4,0.541,1.2,2.4,0.5,2.8,5.0,0.56,0.622,2.6,3.6,0.722,1.0,2.4,3.4,3.6,1.0,0.2,1.2,2.0,11.8,
144,Daniss Jenkins,24.0,DET,PG,10.0,4.0,21.9,4.7,9.5,0.495,1.3,2.9,0.448,3.4,6.6,0.515,0.563,1.1,1.6,0.688,0.8,1.3,2.1,4.4,1.5,0.0,1.6,1.6,11.8,
145,Anthony Black,22.0,ORL,PG,15.0,3.0,26.8,4.3,9.1,0.478,1.0,3.5,0.288,3.3,5.6,0.595,0.533,2.1,3.0,0.689,0.5,2.6,3.1,2.4,1.2,0.7,2.1,2.5,11.7,
146,Derik Queen,21.0,NOP,C,15.0,3.0,23.1,4.4,8.9,0.496,0.1,0.8,0.167,4.3,8.1,0.529,0.504,2.7,3.7,0.745,2.0,4.4,6.4,2.7,1.1,0.9,2.4,3.1,11.7,
147,Mark Williams,24.0,PHO,C,13.0,10.0,25.1,4.7,7.5,0.629,0.0,0.0,,4.7,7.5,0.629,0.629,2.3,3.0,0.769,2.9,5.3,8.2,0.9,1.3,0.9,0.9,2.8,11.7,
148,Saddiq Bey,26.0,NOP,SF,14.0,7.0,26.9,4.1,9.7,0.419,2.0,5.2,0.384,2.1,4.5,0.46,0.522,1.5,2.2,0.677,1.6,2.9,4.6,2.0,0.8,0.0,0.7,1.0,11.6,
149,Keldon Johnson,26.0,SAS,SF,14.0,0.0,23.6,4.7,8.5,0.555,0.6,2.4,0.242,4.1,6.1,0.674,0.588,1.6,1.9,0.815,2.2,4.0,6.2,1.7,0.9,0.1,0.8,1.9,11.6,
150,Tari Eason,24.0,HOU,PF,11.0,1.0,23.2,4.3,8.6,0.495,2.5,4.8,0.509,1.8,3.8,0.476,0.637,0.5,0.6,0.714,1.5,3.7,5.2,1.6,0.8,0.5,1.7,1.6,11.5,
151,Christian Braun,24.0,DEN,SG,11.0,11.0,29.5,4.4,8.8,0.495,0.5,2.5,0.214,3.8,6.3,0.609,0.526,2.1,2.6,0.793,1.6,2.7,4.4,3.0,0.8,0.3,1.3,2.2,11.4,
152,Simone Fontecchio,30.0,MIA,SF,15.0,0.0,19.0,3.7,7.8,0.47,2.6,5.5,0.476,1.1,2.3,0.457,0.637,1.5,1.7,0.846,0.5,2.2,2.7,1.2,0.6,0.2,1.1,2.2,11.4,
153,Tre Johnson,19.0,WAS,SG,14.0,4.0,24.6,4.3,9.9,0.435,1.9,5.1,0.38,2.4,4.8,0.493,0.533,0.9,1.0,0.857,0.5,2.6,3.1,1.3,0.4,0.4,1.6,2.0,11.4,
154,Royce O'Neale,32.0,PHO,SF,15.0,11.0,29.6,3.9,9.1,0.434,3.2,7.5,0.425,0.7,1.5,0.478,0.61,0.3,0.4,0.667,1.0,4.5,5.5,2.9,1.3,0.1,1.5,2.5,11.3,
155,Tim Hardaway Jr.,33.0,DEN,SG,14.0,1.0,22.8,3.7,8.2,0.452,2.4,5.4,0.453,1.3,2.9,0.45,0.6,1.2,1.3,0.944,0.3,1.6,1.9,1.4,0.6,0.1,0.2,1.2,11.1,
156,Isaiah Stewart,24.0,DET,C,12.0,5.0,23.0,4.1,8.3,0.495,1.2,3.0,0.389,2.9,5.3,0.556,0.566,1.8,2.3,0.75,2.2,4.3,6.5,1.5,0.2,2.0,1.2,3.1,11.1,
157,Jaylon Tyson,23.0,CLE,SG,11.0,7.0,25.8,4.0,8.2,0.489,2.2,4.7,0.462,1.8,3.5,0.526,0.622,0.9,1.2,0.769,1.4,2.6,4.0,1.8,1.3,0.8,1.0,3.8,11.1,
158,LeBron James,41.0,LAL,SF,1.0,1.0,30.0,4.0,7.0,0.571,2.0,3.0,0.667,2.0,4.0,0.5,0.714,1.0,4.0,0.25,1.0,2.0,3.0,12.0,1.0,0.0,1.0,0.0,11.0,
159,A.J. Green,26.0,MIL,SG,15.0,15.0,28.1,3.4,7.1,0.481,3.1,6.5,0.474,0.3,0.6,0.556,0.698,1.0,1.3,0.789,0.1,2.4,2.5,1.9,0.4,0.1,0.7,3.2,10.9,
160,Vit Krejci,25.0,ATL,PG,11.0,1.0,22.5,3.8,7.4,0.519,2.6,5.6,0.468,1.2,1.7,0.684,0.698,0.6,0.9,0.7,0.3,2.2,2.5,1.8,0.5,0.3,0.7,2.5,10.9,
161,Kel'el Ware,21.0,MIA,C,15.0,11.0,24.1,4.3,8.3,0.524,0.9,2.6,0.359,3.4,5.7,0.6,0.581,1.3,1.8,0.741,2.9,7.1,10.0,0.7,0.9,1.4,0.9,1.9,10.9,
162,Brandon Williams,26.0,DAL,PG,14.0,6.0,20.9,3.7,9.0,0.413,0.4,2.6,0.162,3.3,6.4,0.517,0.437,2.9,3.6,0.804,0.6,2.0,2.6,3.3,1.6,0.1,1.9,1.9,10.8,
163,Isaiah Collier,21.0,UTA,PG,6.0,1.0,25.3,3.5,6.0,0.583,0.3,0.8,0.4,3.2,5.2,0.613,0.611,3.3,4.5,0.741,0.0,3.3,3.3,7.2,0.3,0.3,2.7,3.2,10.7,
164,Rudy Gobert,33.0,MIN,C,15.0,15.0,31.7,4.5,5.9,0.764,0.0,0.0,,4.5,5.9,0.764,0.764,1.5,3.1,0.489,3.3,6.7,9.9,1.6,0.5,1.7,1.9,2.9,10.6,
165,Jake LaRavia,24.0,LAL,PF,15.0,6.0,28.5,3.9,7.9,0.487,1.1,3.3,0.34,2.7,4.6,0.594,0.559,1.7,2.6,0.667,1.3,3.2,4.5,2.3,1.5,0.3,1.2,2.5,10.6,
166,Zach Edey,23.0,MEM,C,2.0,2.0,25.0,3.5,8.5,0.412,0.0,0.5,0.0,3.5,8.0,0.438,0.412,3.5,4.5,0.778,3.5,5.5,9.0,1.0,1.0,2.0,2.0,3.5,10.5,
167,Collin Gillespie,26.0,PHO,PG,15.0,0.0,24.3,3.5,8.9,0.398,2.4,6.1,0.391,1.1,2.7,0.415,0.534,1.1,1.3,0.8,1.0,3.1,4.1,5.1,1.0,0.4,1.5,1.4,10.5,
168,Derrick Jones Jr.,28.0,LAC,SF,13.0,13.0,24.9,3.8,7.1,0.533,1.2,3.5,0.348,2.5,3.5,0.717,0.62,1.7,2.2,0.786,0.8,1.5,2.4,1.1,0.8,1.2,0.8,2.0,10.5,
169,Jordan Clarkson,33.0,NYK,SG,14.0,0.0,18.1,3.7,7.9,0.473,1.4,3.9,0.352,2.4,4.0,0.589,0.559,1.6,1.9,0.852,1.0,1.0,2.0,1.6,0.4,0.1,0.9,2.0,10.4,
170,Daniel Gafford,27.0,DAL,C,10.0,9.0,23.1,3.9,5.9,0.661,0.0,0.0,,3.9,5.9,0.661,0.661,2.5,3.1,0.806,2.2,3.9,6.1,1.2,0.8,1.6,1.1,3.0,10.3,
171,Bilal Coulibaly,21.0,WAS,SG,6.0,6.0,25.3,3.5,8.3,0.42,1.2,3.3,0.35,2.3,5.0,0.467,0.49,2.0,2.7,0.75,0.7,3.7,4.3,3.5,1.0,1.3,1.8,2.3,10.2,
172,Khris Middleton,34.0,WAS,SF,11.0,11.0,25.0,4.0,8.2,0.489,0.9,2.6,0.345,3.1,5.5,0.557,0.544,1.3,1.7,0.737,1.4,2.7,4.1,2.4,0.8,0.3,1.5,3.2,10.2,
173,Davion Mitchell,27.0,MIA,PG,15.0,15.0,30.3,4.1,8.1,0.5,1.2,3.0,0.4,2.9,5.1,0.558,0.574,0.9,1.5,0.591,0.4,2.3,2.7,7.3,1.3,0.1,1.7,3.1,10.2,
174,Gary Trent Jr.,27.0,MIL,SG,15.0,12.0,27.7,3.5,8.9,0.398,2.3,6.1,0.374,1.3,2.8,0.452,0.526,0.9,1.2,0.722,0.1,1.5,1.6,2.0,1.1,0.1,0.7,2.1,10.2,
175,Ziaire Williams,24.0,BRK,SF,12.0,0.0,23.3,3.2,8.1,0.392,1.8,5.9,0.31,1.3,2.2,0.615,0.505,2.0,2.3,0.857,0.7,2.0,2.7,0.7,0.9,0.4,0.8,2.5,10.2,
176,Moussa Diabaté,24.0,CHO,C,15.0,1.0,22.9,3.7,5.8,0.644,0.0,0.0,,3.7,5.8,0.644,0.644,2.7,3.8,0.702,4.1,4.1,8.2,1.2,0.6,1.4,0.8,2.5,10.1,
177,Pelle Larsson,24.0,MIA,SG,15.0,12.0,22.2,3.5,6.9,0.51,1.2,3.2,0.375,2.3,3.7,0.625,0.596,1.9,2.3,0.8,0.4,2.3,2.7,2.9,0.5,0.1,1.3,1.9,10.1,
178,Tre Mann,24.0,CHO,PG,14.0,1.0,22.0,3.9,10.6,0.365,1.6,5.1,0.306,2.3,5.4,0.421,0.439,0.9,0.9,0.923,0.7,2.4,3.1,3.1,0.8,0.1,1.9,2.3,10.1,
179,Miles McBride,25.0,NYK,SG,12.0,3.0,24.1,3.7,9.3,0.396,2.3,6.0,0.375,1.4,3.3,0.436,0.518,0.5,0.8,0.6,0.8,1.8,2.5,2.4,0.8,0.3,0.8,1.6,10.1,
180,Pete Nance,25.0,MIL,PF,1.0,0.0,4.0,4.0,5.0,0.8,2.0,3.0,0.667,2.0,2.0,1.0,1.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,
181,Kevin Porter Jr.,25.0,MIL,PG,1.0,1.0,9.0,3.0,5.0,0.6,2.0,3.0,0.667,1.0,2.0,0.5,0.8,2.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,10.0,
182,Ryan Kalkbrenner,24.0,CHO,C,14.0,14.0,26.5,4.3,5.3,0.811,0.0,0.1,0.0,4.3,5.2,0.822,0.811,1.4,1.7,0.792,3.4,3.9,7.2,0.4,0.9,2.1,1.6,2.0,9.9,
183,Jock Landale,30.0,MEM,C,15.0,13.0,24.0,3.9,7.5,0.518,1.1,2.5,0.432,2.8,5.0,0.56,0.589,1.1,1.7,0.615,2.3,3.2,5.5,1.7,0.7,0.5,1.2,3.0,9.9,
184,Landry Shamet,28.0,NYK,SG,14.0,5.0,22.2,3.0,6.6,0.452,2.0,4.7,0.424,1.0,1.9,0.519,0.602,1.9,2.4,0.794,0.5,1.6,2.1,1.1,0.4,0.2,0.5,1.3,9.9,
185,Jalen Smith,25.0,CHI,C,14.0,0.0,15.7,3.6,7.6,0.481,1.6,4.2,0.39,2.0,3.4,0.596,0.59,0.9,1.4,0.684,1.9,4.0,5.9,1.3,0.4,0.4,0.9,2.1,9.9,
186,Jarace Walker,22.0,IND,PF,15.0,9.0,28.9,3.2,10.5,0.306,1.5,5.1,0.289,1.7,5.4,0.321,0.376,2.1,2.6,0.795,0.7,4.4,5.1,2.8,0.6,0.5,2.3,2.1,9.9,
187,Marcus Smart,31.0,LAL,SG,12.0,9.0,28.2,3.1,7.7,0.402,1.1,4.7,0.232,2.0,3.0,0.667,0.473,2.5,2.7,0.938,0.6,1.8,2.4,3.2,2.0,0.2,2.2,3.0,9.8,
188,Julian Champagnie,24.0,SAS,SF,14.0,9.0,27.2,3.0,7.1,0.42,2.1,5.5,0.377,0.9,1.6,0.565,0.565,1.6,2.1,0.767,0.8,3.6,4.4,1.1,1.1,0.3,1.3,1.1,9.7,
189,Noah Clowney,21.0,BRK,PF,14.0,8.0,24.9,2.7,7.6,0.358,1.8,5.6,0.321,0.9,2.0,0.464,0.476,2.5,3.4,0.729,0.7,3.0,3.7,1.6,0.6,0.4,1.5,2.1,9.7,
190,Josh Hart,30.0,NYK,SF,13.0,0.0,25.8,3.7,7.8,0.475,1.2,3.2,0.366,2.5,4.6,0.55,0.55,1.2,1.5,0.75,1.7,5.1,6.8,4.7,0.9,0.2,2.0,2.2,9.7,
191,Herbert Jones,27.0,NOP,SF,15.0,15.0,30.1,3.5,8.7,0.397,1.6,4.4,0.364,1.9,4.3,0.431,0.489,1.1,1.5,0.739,0.9,2.5,3.4,2.3,1.4,0.2,1.7,3.6,9.7,
192,Svi Mykhailiuk,28.0,UTA,SF,14.0,14.0,27.0,3.6,7.5,0.486,2.1,5.4,0.387,1.6,2.1,0.733,0.624,0.4,0.4,0.833,0.7,1.9,2.6,2.0,0.5,0.2,0.7,1.4,9.7,
193,Bobby Portis,30.0,MIL,PF,15.0,0.0,20.9,3.9,8.3,0.468,1.3,3.1,0.426,2.5,5.1,0.494,0.548,0.7,0.9,0.714,1.2,4.3,5.5,1.1,0.3,0.1,1.2,1.7,9.7,
194,Klay Thompson,35.0,DAL,SF,15.0,8.0,21.7,3.5,10.0,0.347,2.3,7.5,0.313,1.1,2.5,0.447,0.463,0.4,0.4,1.0,0.2,2.3,2.5,1.8,0.3,0.3,1.1,0.9,9.7,
195,Bogdan Bogdanović,33.0,LAC,SG,8.0,2.0,26.1,3.3,8.3,0.394,1.8,5.1,0.341,1.5,3.1,0.48,0.5,1.4,1.6,0.846,0.3,3.5,3.8,3.4,0.9,0.1,1.5,2.6,9.6,
196,Jaylen Wells,22.0,MEM,SG,15.0,15.0,25.3,3.5,9.5,0.371,1.5,5.2,0.282,2.1,4.3,0.477,0.448,0.9,1.4,0.667,1.1,2.3,3.4,1.5,0.7,0.0,0.8,2.0,9.5,
197,Donovan Clingan,21.0,POR,C,15.0,15.0,25.5,3.7,7.8,0.479,0.6,2.9,0.209,3.1,4.9,0.635,0.517,1.3,1.5,0.909,5.0,5.0,10.0,1.4,0.7,1.7,0.7,2.7,9.4,
198,Caris LeVert,31.0,DET,SG,10.0,0.0,19.8,3.5,6.9,0.507,1.2,3.0,0.4,2.3,3.9,0.59,0.594,1.2,2.0,0.6,0.2,1.5,1.7,3.5,0.6,0.4,1.7,1.2,9.4,
199,Terance Mann,29.0,BRK,SG,14.0,14.0,27.1,3.5,7.5,0.467,1.1,3.0,0.357,2.4,4.5,0.54,0.538,1.4,1.6,0.826,1.5,1.6,3.1,3.4,0.8,0.2,0.9,3.2,9.4,
200,Jordan Miller,26.0,LAC,SF,3.0,0.0,16.3,2.7,5.3,0.5,1.7,3.0,0.556,1.0,2.3,0.429,0.656,2.3,2.7,0.875,1.0,1.7,2.7,1.0,0.3,0.0,1.0,0.7,9.3,
201,Sandro Mamukelashvili,26.0,TOR,C,14.0,0.0,17.6,3.3,5.8,0.568,1.0,2.4,0.424,2.3,3.4,0.667,0.654,1.6,2.1,0.793,1.0,2.5,3.5,1.9,0.5,0.4,0.9,1.8,9.2,
202,Cam Whitmore,21.0,WAS,SF,14.0,0.0,17.1,3.6,7.6,0.467,0.9,2.6,0.333,2.7,5.1,0.535,0.523,1.2,1.6,0.773,0.6,1.9,2.6,0.7,0.8,0.2,0.9,1.3,9.2,
203,Neemias Queta,26.0,BOS,C,15.0,15.0,24.5,4.0,6.5,0.612,0.0,0.2,0.0,4.0,6.3,0.632,0.612,1.1,1.8,0.593,3.1,5.0,8.1,1.7,0.7,1.5,0.9,3.3,9.1,
204,Cam Spencer,25.0,MEM,SG,15.0,1.0,19.0,2.8,6.4,0.438,2.0,4.5,0.448,0.8,1.9,0.414,0.594,1.5,1.7,0.885,0.1,1.9,2.0,3.0,0.7,0.1,0.9,1.4,9.1,
205,Paul George,35.0,PHI,PF,1.0,1.0,21.0,2.0,9.0,0.222,1.0,4.0,0.25,1.0,5.0,0.2,0.278,4.0,7.0,0.571,0.0,7.0,7.0,3.0,0.0,2.0,1.0,0.0,9.0,
206,Dyson Daniels,22.0,ATL,SG,15.0,15.0,33.1,3.9,8.1,0.484,0.2,0.9,0.231,3.7,7.3,0.514,0.496,0.9,1.4,0.619,1.8,4.1,5.9,5.8,2.3,0.5,2.1,2.5,8.9,
207,Trendon Watford,25.0,PHI,PF,11.0,4.0,21.3,3.5,6.4,0.543,0.5,1.3,0.429,2.9,5.1,0.571,0.586,1.5,1.9,0.762,1.2,3.4,4.5,3.5,0.4,0.2,1.5,2.8,8.9,
208,Cole Anthony,25.0,MIL,PG,14.0,0.0,19.6,3.7,8.9,0.419,0.8,2.6,0.297,2.9,6.2,0.471,0.464,0.6,1.1,0.533,0.6,2.7,3.3,5.2,0.7,0.4,2.1,2.8,8.8,
209,Nikola Jović,22.0,MIA,PF,14.0,1.0,21.4,2.9,7.3,0.402,1.1,3.6,0.294,1.9,3.6,0.51,0.475,1.9,2.5,0.743,0.7,3.6,4.4,3.1,0.6,0.4,1.8,2.6,8.8,
210,Ace Bailey,19.0,UTA,SF,14.0,5.0,20.3,3.4,7.9,0.423,1.0,3.3,0.304,2.4,4.6,0.508,0.486,1.0,1.2,0.824,1.9,1.5,3.4,1.5,0.6,0.1,1.4,2.5,8.7,
211,Ryan Dunn,23.0,PHO,SF,15.0,10.0,24.1,3.5,7.3,0.482,1.0,3.0,0.333,2.5,4.3,0.585,0.55,0.6,0.9,0.692,1.9,3.0,4.9,1.9,1.3,0.7,1.0,2.5,8.7,
212,Luke Kornet,30.0,SAS,C,7.0,2.0,23.3,3.6,4.6,0.781,0.0,0.0,,3.6,4.6,0.781,0.781,1.6,2.3,0.688,3.0,3.1,6.1,2.0,0.1,1.0,0.6,1.9,8.7,
213,Cason Wallace,22.0,OKC,SG,15.0,15.0,28.8,3.2,7.7,0.417,1.6,4.3,0.375,1.6,3.4,0.471,0.522,0.7,0.7,0.909,0.7,2.3,3.0,2.7,2.3,0.3,1.1,2.5,8.7,
214,Andre Drummond,32.0,PHI,C,13.0,5.0,23.7,3.5,5.8,0.592,0.5,1.3,0.412,2.9,4.5,0.644,0.638,1.2,1.8,0.625,3.2,6.5,9.8,0.7,0.8,0.8,0.8,2.1,8.6,
215,Ron Holland,20.0,DET,SF,15.0,5.0,23.9,3.2,8.1,0.393,0.9,3.2,0.292,2.3,4.9,0.459,0.451,1.3,1.5,0.864,0.9,3.0,3.9,1.8,1.7,0.3,1.8,2.9,8.6,
216,Cameron Johnson,29.0,DEN,SF,13.0,13.0,26.1,3.2,7.5,0.418,1.1,3.7,0.292,2.1,3.8,0.54,0.49,1.2,1.5,0.8,0.7,2.1,2.8,2.2,0.5,0.1,0.6,2.1,8.6,
217,Brice Sensabaugh,22.0,UTA,SF,13.0,0.0,14.7,2.9,6.7,0.437,1.7,4.9,0.344,1.2,1.8,0.696,0.563,1.1,1.2,0.933,0.5,2.1,2.6,1.2,0.6,0.1,0.8,1.8,8.6,
218,Jonas Valančiūnas,33.0,DEN,C,14.0,0.0,12.2,3.1,5.6,0.564,0.1,0.4,0.333,3.0,5.1,0.583,0.577,2.1,2.8,0.769,1.5,3.4,4.9,1.1,0.1,0.6,1.0,2.0,8.6,
219,Vince Williams Jr.,25.0,MEM,SG,10.0,2.0,20.3,2.8,7.1,0.394,1.5,4.4,0.341,1.3,2.7,0.481,0.5,1.5,1.8,0.833,1.0,3.7,4.7,3.3,0.7,0.2,1.9,2.1,8.6,
220,Collin Murray-Boyles,20.0,TOR,PF,11.0,3.0,20.0,3.1,6.2,0.5,0.8,1.6,0.5,2.3,4.5,0.5,0.566,1.5,1.9,0.762,1.7,1.7,3.5,1.2,0.7,0.5,1.1,2.5,8.5,
