,PLAYER,POS,TEAM,ADP,G,MPG,PTS,FGM,FGA,FG%,FTA,FTM,FT%,3PM,REB,AST,STL,BLK,TO,TOTAL
158,Jakob Poeltl,C,TOR,76.3,58.0,26.5,10.1,4.5,7.4,0.601,1.9,1.2,0.622,0.0,7.4,2.2,0.8,1.0,1.5,-1.12
159,Al Horford,"PF,C",GS,139.2,60.0,25.2,8.2,3.1,6.6,0.464,0.5,0.5,0.882,1.7,5.9,2.2,0.6,0.9,0.7,-1.18
160,Rui Hachimura,"SF,PF",LAL,140.1,65.0,31.3,14.6,5.7,11.0,0.52,2.0,1.5,0.753,1.6,4.7,1.3,0.7,0.4,0.8,-1.19
161,Scoot Henderson,PG,POR,140.4,50.0,29.8,14.4,5.0,11.7,0.428,3.5,2.8,0.793,1.7,3.3,5.7,1.1,0.2,3.3,-1.3
162,De'Andre Hunter,"SF,PF",CLE,138.7,68.0,28.3,15.2,5.1,10.9,0.464,3.5,2.9,0.846,2.1,3.7,1.4,0.7,0.2,1.3,-1.36
163,Sam Hauser,"SF,PF",BOS,135.1,72.0,27.8,11.3,4.0,8.8,0.448,0.3,0.2,0.923,3.1,4.3,1.3,0.7,0.3,0.5,-1.45
164,Mitchell Robinson,C,NY,138.0,56.0,20.9,5.5,2.3,3.8,0.602,1.3,0.8,0.641,0.0,7.6,0.7,1.1,1.1,0.7,-1.53
165,Adem Bona,C,PHI,142.4,64.0,18.6,8.2,3.3,4.8,0.688,2.4,1.6,0.695,0.0,6.0,0.7,0.6,1.4,1.5,-1.54
166,Santi Aldama,"PF,C",MEM,106.5,68.0,24.4,11.1,4.2,8.9,0.472,1.3,0.9,0.712,1.7,5.6,2.4,0.7,0.6,1.0,-1.64
167,Kentavious Caldwell-Pope,"SG,SF",MEM,140.2,72.0,28.6,9.2,3.1,7.0,0.45,1.3,1.1,0.883,1.8,2.2,2.0,1.2,0.5,0.9,-1.64
168,PLAYER,POS,TEAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,RayJ Dennis,PG,IND,0.0,40.0,24.4,10.1,3.9,9.2,0.423,0.9,0.7,0.767,1.6,3.2,3.7,1.2,0.7,1.8,-1.73
170,Luguentz Dort,"SG,SF",OKC,136.5,70.0,28.8,10.5,3.7,8.4,0.437,1.2,0.9,0.758,2.2,3.9,1.5,1.0,0.6,0.8,-1.77
171,Isaiah Jackson,C,IND,139.1,60.0,20.0,8.4,3.4,5.5,0.615,2.5,1.6,0.663,0.0,5.6,1.2,0.8,1.4,0.9,-1.78
172,Jaime Jaquez Jr.,"SG,SF",MIA,139.1,60.0,25.2,11.8,4.5,9.3,0.478,2.6,2.0,0.788,0.8,4.6,2.9,1.1,0.3,1.7,-1.84
173,Lonzo Ball,"PG,SG",CLE,137.8,55.0,23.2,8.0,2.7,7.3,0.366,0.8,0.7,0.815,2.0,3.6,4.9,1.1,0.4,1.2,-1.87
174,Scotty Pippen Jr.,"PG,SG",MEM,142.6,60.0,20.2,9.7,3.6,7.4,0.482,2.1,1.5,0.722,1.1,3.0,4.1,1.3,0.4,1.8,-1.96
175,Alex Caruso,"SG,SF",OKC,134.6,54.0,19.3,6.9,2.5,5.4,0.46,0.9,0.7,0.785,1.2,2.7,2.4,1.3,0.6,0.9,-1.97
176,Bradley Beal,"SG,SF",LAC,102.9,58.0,26.0,13.0,5.1,10.6,0.479,1.9,1.5,0.805,1.4,2.9,3.2,0.8,0.4,1.6,-1.98
177,Jaylen Wells,"SG,SF",MEM,136.1,74.0,28.2,12.2,4.3,9.7,0.438,2.0,1.6,0.823,2.0,3.9,2.0,1.0,0.2,1.0,-1.98
178,Davion Mitchell,PG,MIA,139.4,73.0,28.3,10.1,4.0,8.8,0.458,1.4,1.0,0.716,1.1,3.1,6.3,1.0,0.2,2.0,-1.99
179,Nikola Jovic,PF,MIA,132.2,57.0,26.4,10.7,3.8,8.3,0.454,1.7,1.3,0.782,1.8,4.7,2.8,0.8,0.3,1.3,-2.03
180,Carlton Carrington,"PG,SG",WAS,143.2,74.0,30.4,11.0,4.0,10.2,0.395,1.4,1.1,0.82,1.8,4.4,5.0,0.8,0.3,1.8,-2.03
181,PLAYER,POS,TEAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,Ty Jerome,SG,MEM,143.2,60.0,20.7,11.1,4.0,8.1,0.494,1.9,1.6,0.876,1.4,2.2,3.0,1.0,0.0,1.2,-2.03
183,Cole Anthony,PG,MIL,141.8,70.0,20.4,11.4,4.1,9.5,0.43,2.4,2.0,0.825,1.2,3.7,3.8,0.8,0.5,1.7,-2.04
184,Kyle Filipowski,"PF,C",UTA,142.9,72.0,26.1,12.0,4.5,9.0,0.502,2.5,1.6,0.649,1.3,7.6,2.4,0.8,0.4,1.8,-2.06
185,Jarace Walker,"SF,PF",IND,0.0,54.0,24.1,9.2,3.4,7.5,0.458,1.2,0.9,0.685,1.6,4.6,2.4,1.1,0.6,1.5,-2.06
186,Miles McBride,"PG,SG",NY,0.0,66.0,27.2,11.5,4.3,9.9,0.429,1.1,0.9,0.84,2.1,2.4,2.8,1.1,0.2,0.7,-2.11
187,Taylor Hendricks,"SF,PF",UTA,144.6,58.0,22.2,8.2,3.0,6.6,0.45,1.1,0.9,0.805,1.4,5.1,0.9,0.8,0.9,0.7,-2.15
188,Brook Lopez,C,LAC,135.6,72.0,20.2,8.4,3.1,6.3,0.496,1.1,0.9,0.821,1.2,3.3,1.1,0.4,1.4,0.7,-2.17
189,Moussa Diabaté,C,CHA,144.4,70.0,24.2,8.0,3.3,5.6,0.592,2.3,1.5,0.62,0.0,8.7,1.1,1.0,0.8,1.2,-2.22
190,Gary Trent Jr.,"SG,SF",MIL,140.3,72.0,26.8,13.1,4.7,10.9,0.428,1.4,1.1,0.832,2.6,2.6,1.5,1.1,0.1,0.7,-2.23
191,Yves Missi,C,NO,131.1,73.0,26.8,9.2,3.7,6.8,0.546,2.8,1.8,0.624,0.0,8.3,1.4,0.5,1.4,1.1,-2.24
192,Jared McCain,"PG,SG",PHI,141.1,49.0,27.4,15.4,5.5,12.0,0.46,2.5,2.1,0.873,2.2,2.5,2.6,0.7,0.0,1.6,-2.3
193,Royce O'Neale,"SF,PF",PHO,0.0,73.0,24.6,8.4,3.0,7.3,0.41,0.4,0.3,0.7,2.2,4.8,2.5,0.8,0.5,0.9,-2.3
194,PLAYER,POS,TEAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,Brice Sensabaugh,"SF,PF",UTA,140.5,70.0,24.2,12.3,4.4,9.9,0.44,1.4,1.2,0.899,2.3,3.8,2.0,0.7,0.2,1.9,-2.33
196,Duncan Robinson,"SG,SF",DET,139.6,71.0,26.0,12.1,4.2,9.6,0.444,1.0,0.9,0.892,2.7,2.4,2.6,0.6,0.2,1.3,-2.45
197,Mike Conley,PG,MIN,130.6,68.0,22.9,8.1,2.7,6.3,0.427,1.1,1.0,0.895,1.7,2.3,4.1,0.9,0.2,1.0,-2.46
198,RJ Barrett,"SF,PF",TOR,93.9,58.0,32.0,19.1,7.1,15.2,0.467,4.9,3.2,0.657,1.6,5.4,3.8,0.6,0.3,2.4,-2.47
199,Keon Ellis,"PG,SG",SAC,140.3,72.0,20.2,6.7,2.3,4.8,0.481,0.8,0.7,0.819,1.4,2.3,1.4,1.2,0.6,0.7,-2.53
200,Aaron Wiggins,"SG,SF",OKC,141.9,72.0,23.0,11.0,4.2,8.8,0.485,1.2,1.0,0.808,1.5,3.6,1.6,0.9,0.3,0.9,-2.55
201,Moritz Wagner,C,ORL,0.0,55.0,18.2,11.7,4.4,7.4,0.591,2.9,2.3,0.781,0.6,4.6,1.3,0.6,0.3,1.4,-2.61
202,Stephon Castle,"PG,SG",SA,116.7,76.0,29.2,16.2,5.8,13.3,0.435,4.6,3.4,0.734,1.3,4.1,4.5,1.0,0.3,2.4,-2.61
203,Marcus Smart,"PG,SG",LAL,0.0,58.0,25.1,10.7,3.7,8.9,0.411,2.3,1.8,0.761,1.7,2.3,3.5,1.5,0.3,2.1,-2.62
204,Dillon Brooks,"SF,PF",PHO,140.7,73.0,31.4,13.5,4.9,11.4,0.429,1.8,1.5,0.832,2.2,3.6,1.7,0.9,0.2,1.1,-2.65
205,Xavier Tillman Sr.,"PF,C",BOS,0.0,62.0,19.5,7.5,3.0,6.8,0.447,1.3,0.9,0.688,0.6,5.8,1.9,1.1,0.8,1.1,-2.68
206,Dennis Schröder,"PG,SG",SAC,129.4,70.0,25.6,11.7,4.1,9.7,0.422,2.4,2.0,0.835,1.6,2.4,4.9,0.7,0.2,1.6,-2.72
207,PLAYER,POS,TEAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,Ryan Kalkbrenner,C,CHA,142.5,59.0,25.7,10.2,4.1,6.9,0.603,2.5,1.6,0.645,0.3,6.7,0.8,0.3,1.2,0.8,-2.74
209,Chris Paul,PG,LAC,137.6,68.0,20.2,6.6,2.4,5.6,0.432,0.8,0.7,0.895,1.2,2.8,5.3,0.9,0.2,1.1,-2.74
210,Quentin Grimes,"SG,SF",PHI,135.1,70.0,25.5,12.1,4.2,9.6,0.44,2.2,1.6,0.758,2.0,3.5,2.5,0.9,0.3,1.4,-2.77
211,Tre Johnson,SG,WAS,143.6,69.0,30.0,15.4,5.5,12.3,0.452,2.8,2.3,0.819,2.0,2.3,2.0,0.7,0.2,1.3,-2.83
212,Jay Huff,C,IND,141.3,68.0,20.1,8.8,3.3,6.3,0.531,1.2,0.9,0.793,1.2,3.8,0.8,0.4,1.0,0.8,-2.84
213,Naji Marshall,"SF,PF",DAL,0.0,67.0,23.4,10.3,4.0,8.0,0.493,1.8,1.5,0.803,0.9,4.2,2.5,0.9,0.2,1.3,-2.85
214,Cedric Coward,SG,MEM,0.0,65.0,18.4,9.1,2.9,6.1,0.47,2.7,2.2,0.815,1.2,3.5,1.9,0.8,0.5,1.1,-2.85
215,Caris LeVert,"SG,SF",DET,141.7,66.0,24.2,11.2,4.0,9.1,0.442,2.3,1.7,0.738,1.4,3.2,3.7,0.9,0.4,1.3,-2.9
216,Buddy Hield,"SG,SF",GS,136.3,80.0,22.2,10.6,3.9,9.0,0.427,0.7,0.6,0.853,2.3,3.0,2.1,0.8,0.4,1.1,-2.93
217,Wendell Carter Jr.,C,ORL,138.5,67.0,25.7,9.6,3.5,7.4,0.472,2.5,1.8,0.719,0.8,7.2,1.9,0.7,0.6,1.2,-2.93
218,Max Christie,"SG,SF",DAL,0.0,72.0,20.7,10.5,3.6,8.3,0.437,1.7,1.4,0.835,1.8,3.4,1.8,0.7,0.4,1.1,-2.96
219,Jonathan Kuminga,"SF,PF",GS,132.3,60.0,25.3,15.8,5.9,11.8,0.5,4.4,3.1,0.712,0.8,4.7,2.2,0.8,0.5,1.6,-2.98
220,PLAYER,POS,TEAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,Ace Bailey,SF,UTA,128.5,68.0,29.9,12.7,4.9,10.8,0.454,2.3,1.7,0.718,1.2,4.8,1.4,0.7,0.9,1.3,-2.99
222,Ajay Mitchell,"PG,SG",OKC,0.0,64.0,24.0,9.5,3.7,7.5,0.495,1.4,1.2,0.831,0.9,2.8,2.6,1.0,0.2,1.2,-3.01
223,Ziaire Williams,"SG,SF",BKN,0.0,67.0,25.4,10.5,3.6,8.9,0.405,2.0,1.6,0.822,1.6,4.6,1.6,1.0,0.4,1.3,-3.02
224,Sam Merrill,"SG,SF",CLE,0.0,70.0,23.1,9.8,3.3,8.0,0.409,0.6,0.5,0.946,2.7,2.7,2.1,0.7,0.2,0.5,-3.05
225,Luke Kornet,C,SA,142.9,68.0,17.1,5.7,2.4,3.6,0.68,1.1,0.9,0.766,0.0,4.8,1.4,0.4,1.0,0.4,-3.08
226,Kevin Huerter,"SG,SF",CHI,0.0,66.0,24.4,10.2,3.8,8.9,0.434,0.7,0.5,0.74,1.9,3.3,2.5,0.8,0.4,0.9,-3.1
227,Harrison Barnes,"SF,PF",SA,138.6,74.0,27.1,11.9,4.1,8.4,0.49,2.3,1.9,0.808,1.8,3.3,1.4,0.6,0.2,0.6,-3.14
228,Matisse Thybulle,"SG,SF",POR,0.0,40.0,20.8,5.4,2.0,4.7,0.414,0.5,0.3,0.667,1.2,2.2,1.4,1.7,0.7,0.6,-3.19
229,Ryan Dunn,"SF,PF",PHO,0.0,72.0,24.4,9.7,3.9,8.9,0.432,0.7,0.4,0.507,1.6,5.2,1.1,0.9,0.7,0.8,-3.19
230,Jock Landale,C,MEM,0.0,49.0,26.5,9.1,3.6,6.9,0.523,2.0,1.5,0.752,0.4,4.9,2.0,0.6,0.8,1.0,-3.24
231,Walter Clayton Jr.,PG,UTA,0.0,69.0,25.4,10.6,3.5,8.0,0.441,2.2,1.9,0.855,1.7,2.2,2.5,0.7,0.3,1.4,-3.24
232,Anthony Black,"PG,SG",ORL,139.3,72.0,24.5,9.2,3.3,7.5,0.437,2.3,1.7,0.759,0.9,3.2,2.9,1.1,0.6,1.7,-3.29
233,PLAYER,POS,TEAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,AJ Green,"PG,SG",MIL,0.0,64.0,27.2,10.2,3.4,8.0,0.428,0.6,0.5,0.833,2.9,3.1,1.8,0.6,0.1,0.7,-3.31
235,Kris Dunn,"PG,SG",LAC,0.0,70.0,20.5,5.5,2.3,5.0,0.452,0.4,0.2,0.667,0.8,2.9,3.1,1.3,0.4,1.0,-3.33
236,Zach Collins,C,CHI,0.0,60.0,18.7,8.9,3.4,6.9,0.491,1.8,1.4,0.796,0.7,5.0,2.3,0.5,0.6,1.5,-3.33
237,Derrick Jones Jr.,"SF,PF",LAC,0.0,76.0,25.9,9.9,3.8,7.5,0.506,1.8,1.2,0.705,1.1,3.6,0.9,0.9,0.6,0.9,-3.35
238,Cam Whitmore,"SF,PF",WAS,141.8,58.0,20.0,12.8,4.6,10.3,0.45,2.2,1.5,0.706,2.0,4.9,1.1,0.7,0.4,1.1,-3.39
239,Taurean Prince,SF,MIL,0.0,74.0,27.0,8.6,3.1,6.9,0.449,0.7,0.6,0.77,1.8,3.3,1.8,0.9,0.3,1.0,-3.43
240,Max Strus,"SG,SF",CLE,0.0,40.0,25.1,9.5,3.4,7.9,0.427,0.9,0.8,0.809,2.0,4.0,3.2,0.7,0.3,1.2,-3.45
241,Fred VanVleet,PG,HOU,97.1,10.0,30.0,10.1,3.4,8.8,0.384,1.7,1.4,0.825,1.9,2.5,4.1,1.0,0.4,1.1,-3.47
242,Dorian Finney-Smith,"SF,PF",HOU,0.0,67.0,27.7,8.3,3.0,6.9,0.434,0.7,0.5,0.697,1.9,4.1,1.4,0.8,0.4,0.8,-3.47
243,Keldon Johnson,"SF,PF",SA,0.0,70.0,22.7,12.2,4.5,9.7,0.467,2.5,1.9,0.784,1.3,4.4,1.9,0.6,0.3,1.1,-3.48
244,Jeremy Sochan,"PF,C",SA,141.6,64.0,25.0,10.1,4.0,8.5,0.473,1.9,1.4,0.711,0.7,5.6,2.6,0.7,0.5,1.5,-3.51
245,Luke Kennard,"PG,SG",ATL,0.0,52.0,21.1,8.6,3.0,6.4,0.466,0.9,0.8,0.897,1.9,2.5,3.0,0.6,0.1,1.1,-3.54
246,PLAYER,POS,TEAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,Egor Demin,PG,BKN,143.7,68.0,30.1,10.1,3.8,9.0,0.419,2.1,1.4,0.683,1.2,3.2,5.5,1.0,0.3,2.4,-3.54
248,Tyus Jones,PG,ORL,137.9,72.0,20.0,8.0,3.1,6.6,0.468,0.5,0.4,0.854,1.3,1.8,4.5,0.7,0.1,0.8,-3.55
249,Klay Thompson,"SG,SF",DAL,126.8,74.0,22.5,12.0,4.2,10.3,0.411,1.1,1.0,0.926,2.5,2.6,1.7,0.5,0.3,1.1,-3.56
250,Moses Moody,"SG,SF",GS,143.9,70.0,22.2,10.1,3.5,7.9,0.441,1.8,1.4,0.793,1.7,3.1,1.2,0.8,0.4,0.8,-3.56
251,Jeremiah Fears,PG,NO,0.0,67.0,20.1,10.3,3.2,7.3,0.433,3.6,3.0,0.844,1.0,2.5,3.5,0.8,0.1,2.0,-3.6
252,Jonathan Isaac,"SF,PF",ORL,0.0,65.0,15.6,6.1,2.2,4.8,0.459,1.5,1.0,0.698,0.6,4.5,0.6,0.8,1.2,0.5,-3.61
253,Jordan Clarkson,"PG,SG",NY,137.4,58.0,22.3,13.1,4.6,10.8,0.425,2.9,2.5,0.846,1.5,2.6,3.5,0.6,0.1,2.0,-3.61
254,Andre Drummond,C,PHI,0.0,62.0,17.9,8.2,3.3,6.1,0.537,2.7,1.6,0.6,0.0,8.8,0.6,1.0,0.6,1.2,-3.67
255,Jonas Valanciunas,C,DEN,136.9,74.0,15.1,8.2,3.3,6.0,0.555,1.6,1.4,0.823,0.2,6.0,1.5,0.3,0.5,1.0,-3.67
256,Goga Bitadze,C,ORL,0.0,66.0,16.2,5.6,2.3,3.8,0.606,1.5,1.0,0.642,0.0,5.1,1.5,0.6,1.2,0.8,-3.67
257,Dru Smith,"PG,SG",MIA,0.0,30.0,17.9,5.6,2.0,4.3,0.459,0.7,0.5,0.794,1.1,2.3,2.3,1.4,0.4,1.0,-3.69
258,Day'Ron Sharpe,C,BKN,0.0,55.0,16.6,7.5,3.1,5.6,0.545,1.8,1.2,0.663,0.1,6.6,1.6,0.6,0.8,1.2,-3.73
259,PLAYER,POS,TEAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,Guerschon Yabusele,"PF,C",NY,0.0,70.0,22.1,9.1,3.3,6.6,0.501,1.6,1.2,0.724,1.2,4.7,1.7,0.7,0.3,1.0,-3.77
261,Collin Murray-Boyles,PF,TOR,0.0,70.0,25.8,10.0,3.7,7.6,0.485,3.5,2.5,0.712,0.2,4.8,1.5,1.0,0.8,1.5,-3.82
262,Nick Richards,C,PHO,0.0,60.0,18.8,7.4,2.9,4.6,0.644,2.1,1.6,0.742,0.0,6.3,0.7,0.3,0.8,1.0,-3.84
263,Zaccharie Risacher,"SF,PF",ATL,132.1,72.0,25.6,12.6,4.8,10.5,0.453,2.0,1.4,0.721,1.6,3.6,1.2,0.7,0.5,1.2,-3.85
264,Gradey Dick,"SG,SF",TOR,138.9,60.0,26.3,12.0,4.2,10.2,0.415,1.9,1.7,0.859,1.9,3.0,1.5,0.8,0.1,1.2,-3.96
265,Justin Champagnie,"SF,PF",WAS,0.0,38.0,18.6,7.6,2.9,5.8,0.496,1.1,0.7,0.705,1.0,4.8,0.9,0.9,0.6,0.8,-3.97
266,Mason Plumlee,C,CHA,0.0,60.0,21.1,6.2,2.3,3.8,0.598,2.5,1.7,0.673,0.0,7.4,2.0,0.5,0.7,1.0,-3.97
267,Russell Westbrook,PG,SAC,141.2,68.0,22.2,10.5,4.0,9.2,0.437,2.4,1.6,0.672,0.8,4.4,3.7,1.1,0.4,2.4,-4.0
268,Chimezie Metu,"PF,C",FA,0.0,51.0,16.8,6.6,2.4,4.8,0.504,1.3,1.2,0.913,0.6,3.8,0.9,0.9,0.3,1.0,-4.01
269,Peyton Watson,"SF,PF",DEN,0.0,70.0,21.5,7.5,2.8,6.0,0.47,1.7,1.2,0.685,0.6,3.4,1.2,0.6,1.3,0.8,-4.02
270,Jake LaRavia,"SF,PF",LAL,0.0,50.0,21.7,8.5,2.8,6.5,0.435,2.3,1.7,0.75,1.2,3.9,2.2,0.9,0.4,1.3,-4.03
271,Isaiah Stewart,C,DET,137.0,70.0,19.4,6.4,2.5,4.8,0.519,1.2,0.9,0.754,0.6,4.8,1.3,0.3,1.0,0.9,-4.05
272,PLAYER,POS,TEAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,Brandon Clarke,"PF,C",MEM,132.5,40.0,18.2,8.2,3.7,6.0,0.613,1.3,0.8,0.661,0.0,4.9,1.0,0.8,0.6,0.6,-4.15
274,Tim Hardaway Jr.,"SG,SF",DEN,0.0,74.0,24.4,11.4,3.7,8.8,0.422,1.8,1.6,0.856,2.4,2.5,1.5,0.5,0.1,0.7,-4.17
275,Precious Achiuwa,"PF,C",FA,0.0,65.0,21.2,7.2,3.1,6.1,0.502,1.4,0.8,0.604,0.3,6.2,1.2,0.7,0.8,1.0,-4.2
276,Vít Krejcí,"SG,SF",ATL,0.0,39.0,22.4,7.3,2.6,5.3,0.495,0.7,0.5,0.721,1.6,2.8,2.6,0.7,0.4,0.9,-4.24
277,Derik Queen,C,NO,0.0,58.0,26.8,10.5,3.7,7.8,0.476,3.9,3.0,0.754,0.1,5.7,1.2,0.6,0.7,1.5,-4.28
278,Saddiq Bey,"SF,PF",NO,0.0,40.0,26.0,11.2,3.8,8.9,0.425,2.6,2.2,0.838,1.4,5.2,1.2,0.7,0.1,0.7,-4.3
279,Tristan Vukcevic,"PF,C",WAS,0.0,52.0,15.0,9.4,3.4,7.0,0.482,2.0,1.6,0.773,1.1,3.8,1.2,0.4,0.7,1.2,-4.32
280,Haywood Highsmith,"SF,PF",BKN,0.0,58.0,20.6,6.3,2.4,5.2,0.461,0.6,0.4,0.684,1.2,3.3,1.3,0.9,0.5,0.6,-4.35
281,Kyle Kuzma,"SF,PF",MIL,137.7,65.0,28.0,14.2,5.4,12.4,0.432,2.5,1.8,0.709,1.7,5.0,2.6,0.4,0.4,1.9,-4.37
282,Ben Sheppard,"SG,SF",IND,0.0,65.0,24.9,7.3,2.6,6.4,0.405,0.7,0.6,0.892,1.5,3.3,1.7,0.9,0.2,0.5,-4.41
283,Cody Martin,"SG,SF,PF",FA,0.0,40.0,24.5,7.3,2.8,6.9,0.403,1.2,0.8,0.669,0.9,4.3,2.7,1.1,0.6,1.2,-4.42
284,Ben Simmons,"PG,C",FA,0.0,33.0,20.9,4.8,2.2,4.1,0.534,0.7,0.4,0.621,0.0,4.9,5.1,0.7,0.4,1.8,-4.44
285,PLAYER,POS,TEAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,Isaiah Collier,"PG,SG",UTA,133.7,61.0,26.8,8.8,3.3,7.9,0.421,2.2,1.5,0.682,0.6,3.4,6.4,0.9,0.2,3.0,-4.46
287,Vince Williams Jr.,"SG,SF",MEM,0.0,55.0,19.6,7.2,2.4,5.6,0.431,1.6,1.3,0.797,1.1,4.0,2.4,0.6,0.4,1.3,-4.47
288,Bruce Brown,SG,DEN,0.0,64.0,22.2,8.5,3.3,7.1,0.459,1.7,1.4,0.818,0.6,3.6,2.2,0.7,0.2,1.0,-4.56
289,Terance Mann,"SG,SF",BKN,136.0,67.0,23.0,8.3,3.3,6.4,0.507,1.2,0.9,0.774,0.9,3.2,1.7,0.6,0.2,0.7,-4.57
290,Isaiah Joe,SG,OKC,135.7,68.0,18.2,8.4,2.9,6.5,0.449,0.7,0.6,0.846,2.1,2.3,1.3,0.6,0.2,0.5,-4.59
291,Kelly Olynyk,"PF,C",SA,0.0,61.0,14.4,6.3,2.3,4.2,0.536,1.6,1.3,0.81,0.5,3.4,2.6,0.6,0.3,1.3,-4.62
292,Patrick Williams,PF,CHI,0.0,58.0,23.2,8.5,3.1,7.5,0.416,1.3,1.0,0.748,1.3,3.4,1.6,0.8,0.6,1.2,-4.62
293,Marcus Sasser,PG,DET,0.0,64.0,18.6,8.4,3.1,7.0,0.44,1.0,0.9,0.863,1.3,1.7,3.2,0.7,0.1,1.3,-4.63
294,Julian Champagnie,"SG,SF",SA,0.0,68.0,18.7,7.3,2.4,5.9,0.411,1.0,0.9,0.864,1.6,2.9,1.2,0.6,0.4,0.7,-4.75
295,Gary Payton II,SG,GS,0.0,63.0,15.2,6.1,2.6,4.6,0.57,0.6,0.4,0.672,0.5,2.9,1.3,0.9,0.3,0.6,-4.77
296,Kevon Looney,C,NO,0.0,55.0,18.6,5.3,2.2,4.0,0.55,1.4,0.9,0.62,0.0,6.9,2.0,0.6,0.5,0.7,-4.79
297,Mouhamed Gueye,"PF,C",ATL,0.0,58.0,14.1,5.2,1.9,4.6,0.412,1.1,0.9,0.77,0.6,3.8,0.7,0.8,0.9,0.4,-4.82
298,PLAYER,POS,TEAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299,Jordan Goodwin,"PG,SG",PHO,0.0,60.0,18.6,6.2,2.4,6.2,0.388,0.8,0.6,0.756,0.8,4.3,2.3,0.9,0.3,1.0,-4.95
300,Amir Coffey,"SF,PF",MIL,131.6,71.0,22.6,8.3,2.9,6.1,0.471,1.4,1.3,0.88,1.2,2.2,1.1,0.6,0.2,0.6,-5.01
301,Dean Wade,"SF,PF",CLE,0.0,60.0,20.9,5.5,1.9,4.5,0.413,0.5,0.3,0.64,1.4,4.2,1.1,0.7,0.4,0.4,-5.02
302,Will Richard,SG,GS,0.0,30.0,16.1,5.6,2.0,3.9,0.512,1.0,0.8,0.8,0.8,2.6,1.8,1.3,0.0,0.8,-5.04
303,Paul Reed,C,DET,0.0,58.0,12.6,4.9,2.1,3.9,0.532,0.8,0.6,0.725,0.2,3.8,1.0,0.7,0.7,0.6,-5.09
304,Sion James,SG,CHA,0.0,50.0,19.4,7.9,2.6,5.6,0.469,2.4,1.9,0.793,0.7,1.4,2.0,0.7,0.4,1.0,-5.11
305,Isaac Okoro,"SF,PF",CHI,0.0,62.0,23.0,7.8,2.8,5.9,0.481,1.5,1.0,0.69,1.1,2.7,1.6,0.7,0.4,0.6,-5.12
306,Khaman Maluach,C,PHO,142.2,60.0,20.2,6.1,2.5,4.3,0.588,1.4,1.0,0.721,0.1,5.0,0.4,0.1,0.9,0.6,-5.12
307,Trendon Watford,"PF,C",PHI,0.0,53.0,17.4,8.8,3.3,6.6,0.496,2.2,1.7,0.775,0.6,3.5,2.0,0.5,0.3,1.5,-5.18
308,Jonathan Mogbo,"PF,C",TOR,0.0,60.0,18.4,5.6,2.3,5.2,0.437,1.2,0.9,0.731,0.3,4.5,2.1,0.8,0.5,1.0,-5.2
309,Lonnie Walker IV,"SG,SF",FA,0.0,39.0,20.6,11.4,4.2,9.9,0.421,1.2,1.0,0.774,2.1,2.7,1.7,0.6,0.4,1.1,-5.24
310,Jusuf Nurkic,C,UTA,138.3,44.0,17.1,7.1,2.7,5.4,0.498,2.1,1.4,0.65,0.3,6.8,2.3,0.7,0.6,1.5,-5.24
311,PLAYER,POS,TEAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,Isaiah Livers,"SF,PF",PHO,0.0,30.0,13.0,4.0,1.0,3.0,0.333,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,0.0,-5.31
313,Ron Holland II,"SF,PF",DET,0.0,74.0,20.1,8.3,3.2,6.6,0.474,1.9,1.5,0.758,0.6,3.5,1.3,0.8,0.3,1.2,-5.34
314,Hansen Yang,C,POR,139.2,65.0,18.4,6.6,2.6,5.2,0.495,1.9,1.3,0.682,0.2,4.1,2.2,0.4,0.9,1.3,-5.37
